"種類","年月","業者名稱","通話分鐘數（分）","用戶數","平均用戶通話分鐘數（分）"
"行動寬頻","110/1","中華電信股份有限公司","455,159,232 ","10,546,350 ","43.16 "
"行動寬頻","110/1","台灣大哥大股份有限公司","159,394,512 ","7,115,023 ","22.40 "
"行動寬頻","110/1","台灣之星股份有限公司","52,901,567 ","2,549,027 ","20.75 "
"行動寬頻","110/1","亞太電信股份有限公司","40,901,852 ","2,041,783 ","20.03 "
"行動寬頻","110/1","遠傳電信股份有限公司","187,770,041 ","7,064,440 ","26.58 "
"行動寬頻","109/11","中華電信股份有限公司","439,472,549 ","10,535,492 ","41.71 "
"行動寬頻","109/11","台灣大哥大股份有限公司","155,166,951 ","7,112,732 ","21.82 "
"行動寬頻","109/11","台灣之星股份有限公司","52,649,527 ","2,503,486 ","21.03 "
"行動寬頻","109/11","亞太電信股份有限公司","40,531,296 ","2,033,157 ","19.94 "
"行動寬頻","109/11","遠傳電信股份有限公司","182,570,751 ","7,087,424 ","25.76 "
"行動寬頻","109/10","中華電信股份有限公司","454,234,608 ","10,572,834 ","42.96 "
"行動寬頻","109/10","台灣大哥大股份有限公司","156,253,682 ","7,111,067 ","21.97 "
"行動寬頻","109/10","台灣之星股份有限公司","52,033,950 ","2,463,832 ","21.12 "
"行動寬頻","109/10","亞太電信股份有限公司","40,232,234 ","2,036,402 ","19.76 "
"行動寬頻","109/10","遠傳電信股份有限公司","187,707,024 ","7,067,975 ","26.56 "
"行動寬頻","109/9","中華電信股份有限公司","460,572,131 ","10,576,788 ","43.55 "
"行動寬頻","109/9","台灣大哥大股份有限公司","160,182,848 ","7,096,980 ","22.57 "
"行動寬頻","109/9","台灣之星股份有限公司","53,995,068 ","2,438,502 ","22.14 "
"行動寬頻","109/9","亞太電信股份有限公司","42,394,871 ","2,036,092 ","20.82 "
"行動寬頻","109/9","遠傳電信股份有限公司","191,774,340 ","7,058,438 ","27.17 "
"行動寬頻","109/8","中華電信股份有限公司","490,101,997 ","10,555,342 ","46.43 "
"行動寬頻","109/8","台灣大哥大股份有限公司","163,661,381 ","7,089,905 ","23.08 "
"行動寬頻","109/8","台灣之星股份有限公司","55,938,737 ","2,425,267 ","23.06 "
"行動寬頻","109/8","亞太電信股份有限公司","42,992,097 ","2,035,230 ","21.12 "
"行動寬頻","109/8","遠傳電信股份有限公司","195,126,767 ","7,050,283 ","27.68 "
"4G(含5G)","109/7","中華電信股份有限公司","466,208,123 ","10,526,008 ","44.29 "
"4G(含5G)","109/7","台灣大哥大股份有限公司","172,199,028 ","7,096,154 ","24.27 "
"4G","109/7","台灣之星股份有限公司","59,031,770 ","2,423,875 ","24.35 "
"4G","109/7","亞太電信股份有限公司","46,236,767 ","2,032,720 ","22.75 "
"4G","109/7","遠傳電信股份有限公司","204,845,330 ","7,045,779 ","29.07 "
"4G","109/6","中華電信股份有限公司","476,983,462 ","10,495,207 ","45.45 "
"4G","109/6","台灣大哥大股份有限公司","164,253,708 ","7,094,514 ","23.15 "
"4G","109/6","台灣之星股份有限公司","55,298,917 ","2,401,717 ","23.02 "
"4G","109/6","亞太電信股份有限公司","43,865,616 ","2,031,855 ","21.59 "
"4G","109/6","遠傳電信股份有限公司","195,711,115 ","7,051,965 ","27.75 "
"4G","109/5","中華電信股份有限公司","475,884,585 ","10,494,008 ","45.35 "
"4G","109/5","台灣大哥大股份有限公司","167,182,291 ","7,092,196 ","23.57 "
"4G","109/5","台灣之星股份有限公司","56,094,012 ","2,392,431 ","23.45 "
"4G","109/5","亞太電信股份有限公司","45,245,622 ","2,031,671 ","22.27 "
"4G","109/5","遠傳電信股份有限公司","199,926,485 ","7,052,558 ","28.35 "
"4G","109/4","中華電信股份有限公司","490,508,813 ","10,498,122 ","46.72 "
"4G","109/4","台灣大哥大股份有限公司","159,679,907 ","7,088,063 ","22.53 "
"4G","109/4","台灣之星股份有限公司","53,106,718 ","2,370,759 ","22.40 "
"4G","109/4","亞太電信股份有限公司","43,862,226 ","2,033,249 ","21.57 "
"4G","109/4","遠傳電信股份有限公司","192,687,727 ","7,072,304 ","27.25 "
"4G","109/3","中華電信股份有限公司","440,783,085 ","11,014,668 ","40.02 "
"4G","109/3","台灣大哥大股份有限公司","169,716,758 ","7,092,127 ","23.93 "
"4G","109/3","台灣之星股份有限公司","55,835,621 ","2,364,234 ","23.62 "
"4G","109/3","亞太電信股份有限公司","46,509,179 ","2,032,180 ","22.89 "
"4G","109/3","遠傳電信股份有限公司","203,494,219 ","7,080,576 ","28.74 "
"4G","109/2","中華電信股份有限公司","449,818,840 ","10,986,270 ","40.94 "
"4G","109/2","台灣大哥大股份有限公司","156,816,737 ","7,073,157 ","22.17 "
"4G","109/2","台灣之星股份有限公司","51,187,547 ","2,353,986 ","21.75 "
"4G","109/2","亞太電信股份有限公司","42,114,369 ","2,031,957 ","20.73 "
"4G","109/2","遠傳電信股份有限公司","187,717,780 ","7,078,397 ","26.52 "
"4G","109/1","中華電信股份有限公司","495,334,455 ","10,652,442 ","46.50 "
"4G","109/1","台灣大哥大股份有限公司","164,950,113 ","7,088,120 ","23.27 "
"4G","109/1","台灣之星股份有限公司","53,172,135 ","2,322,449 ","22.89 "
"4G","109/1","亞太電信股份有限公司","42,393,130 ","2,031,953 ","20.86 "
"4G","109/1","遠傳電信股份有限公司","200,028,768 ","7,083,689 ","28.24 "
"4G","108/12","中華電信股份有限公司","478,125,184 ","10,649,391 ","44.90 "
"4G","108/12","台灣大哥大股份有限公司","175,033,919 ","7,126,817 ","24.56 "
"4G","108/12","台灣之星股份有限公司","56,187,974 ","2,308,250 ","24.34 "
"4G","108/12","亞太電信股份有限公司","47,358,572 ","2,031,449 ","23.31 "
"4G","108/12","遠傳電信股份有限公司","212,632,858 ","7,092,573 ","29.98 "
"4G","108/11","中華電信股份有限公司","498,928,499 ","10,666,410 ","46.78 "
"4G","108/11","台灣大哥大股份有限公司","168,479,087 ","7,153,351 ","23.55 "
"4G","108/11","台灣之星股份有限公司","53,758,789 ","2,281,981 ","23.56 "
"4G","108/11","亞太電信股份有限公司","46,107,146 ","2,028,949 ","22.72 "
"4G","108/11","遠傳電信股份有限公司","205,882,048 ","7,109,883 ","28.96 "
"4G","108/10","中華電信股份有限公司","485,120,541 ","10,659,119 ","45.51 "
"4G","108/10","台灣大哥大股份有限公司","176,374,387 ","7,174,207 ","24.58 "
"4G","108/10","台灣之星股份有限公司","54,705,751 ","2,265,345 ","24.15 "
"4G","108/10","亞太電信股份有限公司","48,557,003 ","2,029,034 ","23.93 "
"4G","108/10","遠傳電信股份有限公司","215,588,928 ","7,137,048 ","30.21 "
"4G","108/9","中華電信股份有限公司","513,550,281 ","10,640,182 ","48.27 "
"4G","108/9","台灣大哥大股份有限公司","172,665,752 ","7,214,846 ","23.93 "
"4G","108/9","台灣之星股份有限公司","55,949,270 ","2,260,902 ","24.75 "
"4G","108/9","亞太電信股份有限公司","47,577,257 ","2,033,148 ","23.40 "
"4G","108/9","遠傳電信股份有限公司","210,626,813 ","7,156,795 ","29.43 "
"4G","108/8","中華電信股份有限公司","530,820,706 ","10,613,121 ","50.02 "
"4G","108/8","台灣大哥大股份有限公司","181,501,317 ","7,224,581 ","25.12 "
"4G","108/8","台灣之星股份有限公司","58,536,659 ","2,250,527 ","26.01 "
"4G","108/8","亞太電信股份有限公司","50,236,431 ","2,034,746 ","24.69 "
"4G","108/8","遠傳電信股份有限公司","220,342,748 ","7,171,995 ","30.72 "
"4G","108/7","中華電信股份有限公司","503,463,129 ","10,609,273 ","47.46 "
"4G","108/7","台灣大哥大股份有限公司","187,149,613 ","7,224,607 ","25.90 "
"4G","108/7","台灣之星股份有限公司","60,259,526 ","2,230,412 ","27.02 "
"4G","108/7","亞太電信股份有限公司","52,790,969 ","2,032,480 ","25.97 "
"4G","108/7","遠傳電信股份有限公司","226,855,182 ","7,180,645 ","31.59 "
"4G","108/6","中華電信股份有限公司","541,464,487 ","10,597,311 ","51.09 "
"4G","108/6","台灣大哥大股份有限公司","177,865,112 ","7,221,752 ","24.63 "
"4G","108/6","台灣之星股份有限公司","58,095,778 ","2,223,797 ","26.12 "
"4G","108/6","亞太電信股份有限公司","50,231,502 ","2,029,655 ","24.75 "
"4G","108/6","遠傳電信股份有限公司","218,188,058 ","7,177,690 ","30.40 "
"4G","108/5","中華電信股份有限公司","520,944,477 ","10,597,742 ","49.16 "
"4G","108/5","台灣大哥大股份有限公司","189,004,500 ","7,249,693 ","26.07 "
"4G","108/5","台灣之星股份有限公司","61,168,361 ","2,214,094 ","27.63 "
"4G","108/5","亞太電信股份有限公司","54,889,372 ","2,024,365 ","27.11 "
"4G","108/5","遠傳電信股份有限公司","232,151,605 ","7,169,501 ","32.38 "
"4G","108/4","中華電信股份有限公司","539,293,248 ","10,577,387 ","50.99 "
"4G","108/4","台灣大哥大股份有限公司","182,039,206 ","7,251,281 ","25.10 "
"4G","108/4","台灣之星股份有限公司","58,459,237 ","2,205,400 ","26.51 "
"4G","108/4","亞太電信股份有限公司","52,902,744 ","2,022,848 ","26.15 "
"4G","108/4","遠傳電信股份有限公司","223,757,908 ","7,175,348 ","31.18 "
"4G","108/3","中華電信股份有限公司","457,956,957 ","10,586,565 ","43.26 "
"4G","108/3","台灣大哥大股份有限公司","187,789,923 ","7,242,212 ","25.93 "
"4G","108/3","台灣之星股份有限公司","60,252,379 ","2,190,038 ","27.51 "
"4G","108/3","亞太電信股份有限公司","54,647,367 ","2,017,051 ","27.09 "
"4G","108/3","遠傳電信股份有限公司","230,609,197 ","7,153,855 ","32.24 "
"4G","108/2","中華電信股份有限公司","578,302,769 ","10,580,711 ","54.66 "
"4G","108/2","台灣大哥大股份有限公司","164,308,481 ","7,235,144 ","22.71 "
"4G","108/2","台灣之星股份有限公司","52,483,456 ","2,180,329 ","24.07 "
"4G","108/2","亞太電信股份有限公司","45,793,101 ","2,008,064 ","22.80 "
"4G","108/2","遠傳電信股份有限公司","200,769,405 ","7,138,461 ","28.13 "
"4G","108/1","中華電信股份有限公司","565,976,648 ","10,584,695 ","53.47 "
"4G","108/1","台灣大哥大股份有限公司","204,006,398 ","7,206,931  ","28.31 "
"4G","108/1","台灣之星股份有限公司","63,479,808 ","2,174,280 ","29.20 "
"4G","108/1","亞太電信股份有限公司","59,632,285 ","2,015,593 ","29.59 "
"4G","108/1","遠傳電信股份有限公司","243,665,894 ","7,080,510 ","34.41 "
"4G","107/12","中華電信股份有限公司","472,569,577 ","9,464,139 ","49.93 "
"4G","107/12","台灣大哥大股份有限公司","186,424,461 ","7,039,352 ","26.48 "
"4G","107/12","台灣之星股份有限公司","60,472,447 ","2,162,606 ","27.96 "
"4G","107/12","亞太電信股份有限公司","57,940,213 ","2,056,823 ","28.17 "
"4G","107/12","遠傳電信股份有限公司","236,417,201 ","6,975,255 ","33.89 "
"3G","107/12","中華電信股份有限公司","88,245,637 ","1,129,880 ","78.10 "
"3G","107/12","台灣大哥大股份有限公司","12,974,433 ","195,033 ","66.52 "
"3G","107/12","台灣之星股份有限公司","1,755,887 ","38 ","46,207.55 "
"3G","107/12","遠傳電信股份有限公司","7,707,573 ","196,839 ","39.16 "
"4G","107/11","台灣大哥大股份有限公司","180,727,864 ","6,883,281 ","26.26 "
"4G","107/11","台灣之星股份有限公司","1,766,589 ","331 ","5,337.13 "
"4G","107/11","台灣之星股份有限公司","59,005,481 ","2,147,214 ","27.48 "
"4G","107/11","亞太電信股份有限公司","57,734,822 ","2,034,541 ","28.38 "
"4G","107/11","遠傳電信股份有限公司","231,982,853 ","6,895,400 ","33.64 "
"3G","107/11","中華電信股份有限公司","92,205,465 ","1,285,507 ","71.73 "
"3G","107/11","中華電信股份有限公司","491,442,359 ","9,296,982 ","52.86 "
"3G","107/11","台灣大哥大股份有限公司","15,645,362 ","343,382 ","45.56 "
"3G","107/11","遠傳電信股份有限公司","9,614,616 ","281,215 ","34.19 "
"4G","107/10","中華電信股份有限公司","477,144,998 ","9,175,773 ","52.00 "
"4G","107/10","台灣大哥大股份有限公司","186,410,818 ","6,798,905 ","27.42 "
"4G","107/10","台灣之星股份有限公司","60,140,425 ","2,126,397 ","28.28 "
"4G","107/10","亞太電信股份有限公司","60,889,652 ","2,027,328 ","30.03 "
"4G","107/10","遠傳電信股份有限公司","240,219,849 ","6,771,355 ","35.48 "
"3G","107/10","中華電信股份有限公司","88,519,446 ","1,391,738 ","63.60 "
"3G","107/10","台灣大哥大股份有限公司","18,347,081 ","438,463 ","41.84 "
"3G","107/10","台灣之星股份有限公司","1,859,988 ","384 ","4,843.72 "
"3G","107/10","遠傳電信股份有限公司","12,423,183 ","384,536 ","32.31 "
"4G","107/9","中華電信股份有限公司","505,681,975 ","9,082,885 ","55.67 "
"4G","107/9","台灣大哥大股份有限公司","184,173,405 ","6,639,047 ","27.74 "
"4G","107/9","台灣之星股份有限公司","58,789,705 ","2,124,914 ","27.67 "
"4G","107/9","亞太電信股份有限公司","60,720,704 ","2,005,663 ","30.27 "
"4G","107/9","遠傳電信股份有限公司","234,032,720 ","6,568,674 ","35.63 "
"3G","107/9","中華電信股份有限公司","100,702,368 ","1,471,375 ","68.44 "
"3G","107/9","台灣大哥大股份有限公司","29,121,543 ","554,205 ","52.55 "
"3G","107/9","台灣之星股份有限公司","1,865,499 ","694 ","2,688.04 "
"3G","107/9","遠傳電信股份有限公司","14,797,735 ","595,682 ","24.84 "
"4G","107/8","中華電信股份有限公司","509,253,396 ","8,965,743 ","56.80 "
"4G","107/8","台灣大哥大股份有限公司","190,423,045 ","6,503,664 ","29.28 "
"4G","107/8","台灣之星股份有限公司","61,795,823 ","2,119,540 ","29.16 "
"4G","107/8","亞太電信股份有限公司","65,031,357 ","1,999,023 ","32.53 "
"4G","107/8","遠傳電信股份有限公司","245,407,808 ","6,383,803 ","38.44 "
"3G","107/8","中華電信股份有限公司","100,766,245 ","1,563,958 ","64.43 "
"3G","107/8","台灣大哥大股份有限公司","23,806,593 ","664,472 ","35.83 "
"3G","107/8","台灣之星股份有限公司","1,989,815 ","498 ","3,995.61 "
"3G","107/8","遠傳電信股份有限公司","18,778,426 ","754,776 ","24.88 "
"4G","107/7","中華電信股份有限公司","498,290,697 ","8,851,021 ","56.30 "
"4G","107/7","台灣大哥大股份有限公司","190,616,030 ","6,403,635 ","29.77 "
"4G","107/7","台灣之星股份有限公司","62,164,284 ","2,095,439 ","29.67 "
"4G","107/7","亞太電信股份有限公司","66,085,547 ","1,986,027 ","33.28 "
"4G","107/7","遠傳電信股份有限公司","245,460,676 ","6,195,511 ","39.62 "
"3G","107/7","中華電信股份有限公司","99,878,899 ","531,494 ","187.92 "
"3G","107/7","台灣大哥大股份有限公司","26,595,822 ","258,171 ","103.02 "
"3G","107/7","台灣之星股份有限公司","2,063,026 ","17,297 ","119.27 "
"3G","107/7","遠傳電信股份有限公司","23,407,204 ","350,590 ","66.77 "
"4G","107/6","中華電信股份有限公司","534,327,969 ","8,743,493 ","61.11 "
"4G","107/6","台灣大哥大股份有限公司","184,173,405 ","6,276,772 ","29.34 "
"4G","107/6","台灣之星股份有限公司","61,233,645 ","2,075,135 ","29.51 "
"4G","107/6","亞太電信股份有限公司","64,762,174 ","1,977,380 ","32.75 "
"4G","107/6","遠傳電信股份有限公司","239,525,462 ","6,103,335 ","39.25 "
"3G","107/6","中華電信股份有限公司","111,554,108 ","1,774,848 ","62.85 "
"3G","107/6","台灣大哥大股份有限公司","29,121,543 ","951,032 ","30.62 "
"3G","107/6","台灣之星股份有限公司","2,117,759 ","5,583 ","379.32 "
"3G","107/6","遠傳電信股份有限公司","26,604,892 ","1,037,742 ","25.64 "
"4G","107/5","中華電信股份有限公司","484,528,072 ","8,665,687 ","55.91 "
"4G","107/5","台灣大哥大股份有限公司","198,296,441 ","6,141,269 ","32.29 "
"4G","107/5","台灣之星股份有限公司","64,046,899 ","2,030,160 ","31.55 "
"4G","107/5","亞太電信股份有限公司","69,560,004 ","1,959,304 ","35.50 "
"4G","107/5","遠傳電信股份有限公司","262,909,158 ","5,993,345 ","43.87 "
"3G","107/5","中華電信股份有限公司","106,165,266 ","1,856,236 ","57.19 "
"3G","107/5","台灣大哥大股份有限公司","34,899,545 ","1,072,032 ","32.55 "
"3G","107/5","台灣之星股份有限公司","4,322,474 ","41,052 ","105.29 "
"3G","107/5","遠傳電信股份有限公司","32,204,509 ","1,138,025 ","28.30 "
"4G","107/4","中華電信股份有限公司","522,727,969 ","8,349,822 ","62.60 "
"4G","107/4","台灣大哥大股份有限公司","180,348,993 ","5,917,765 ","30.48 "
"4G","107/4","台灣之星股份有限公司","58,918,629 ","1,987,476 ","29.64 "
"4G","107/4","亞太電信股份有限公司","65,766,072 ","1,936,335 ","33.96 "
"4G","107/4","遠傳電信股份有限公司","240,799,589 ","5,832,116 ","41.29 "
"3G","107/4","中華電信股份有限公司","122,827,743 ","2,066,374 ","59.44 "
"3G","107/4","台灣大哥大股份有限公司","37,773,520 ","1,231,629 ","30.67 "
"3G","107/4","台灣之星股份有限公司","5,698,660 ","78,995 ","72.14 "
"3G","107/4","遠傳電信股份有限公司","46,789,431 ","1,311,001 ","35.69 "
"4G","107/3","中華電信股份有限公司","445,483,784 ","8,205,641 ","54.29 "
"4G","107/3","台灣大哥大股份有限公司","194,472,049 ","5,814,295 ","33.45 "
"4G","107/3","台灣之星股份有限公司","62,131,810 ","1,943,715 ","31.97 "
"4G","107/3","亞太電信股份有限公司","72,859,326 ","1,904,836 ","38.25 "
"4G","107/3","遠傳電信股份有限公司","261,598,321 ","5,675,410 ","46.09 "
"3G","107/3","中華電信股份有限公司","99,652,521 ","2,189,332 ","45.52 "
"3G","107/3","台灣大哥大股份有限公司","41,953,365 ","1,353,239 ","31.00 "
"3G","107/3","台灣之星股份有限公司","7,040,092 ","101,613 ","69.28 "
"3G","107/3","遠傳電信股份有限公司","53,743,568 ","1,449,557 ","37.08 "
"4G","107/2","中華電信股份有限公司","531,087,420 ","8,110,472 ","65.48 "
"4G","107/2","台灣大哥大股份有限公司","170,119,967 ","5,715,879 ","29.76 "
"4G","107/2","台灣之星股份有限公司","53,127,559 ","1,894,260 ","28.05 "
"4G","107/2","亞太電信股份有限公司","60,307,395 ","1,877,316 ","32.12 "
"4G","107/2","遠傳電信股份有限公司","227,598,941 ","5,605,858 ","40.60 "
"3G","107/2","中華電信股份有限公司","129,000,214 ","2,297,733 ","56.14 "
"3G","107/2","台灣大哥大股份有限公司","39,329,191 ","1,477,968 ","26.61 "
"3G","107/2","台灣之星股份有限公司","6,538,877 ","131,049 ","49.90 "
"3G","107/2","遠傳電信股份有限公司","48,987,355 ","1,530,659 ","32.00 "
"4G","107/1","中華電信股份有限公司","531,359,784 ","8,042,099 ","66.07  "
"4G","107/1","台灣大哥大股份有限公司","193,803,566 ","5,609,571 ","34.55 "
"4G","107/1","台灣之星股份有限公司","60,364,620 ","1,847,978 ","32.67 "
"4G","107/1","亞太電信股份有限公司","74,093,182 ","1,860,527 ","39.82 "
"4G","107/1","遠傳電信股份有限公司","263,695,962 ","5,537,248 ","47.62 "
"3G","107/1","中華電信股份有限公司","128,764,443 ","2,382,919 ","54.04 "
"3G","107/1","台灣大哥大股份有限公司","49,647,937 ","1,575,646 ","31.51 "
"3G","107/1","台灣之星股份有限公司","8,070,669 ","157,070 ","51.38 "
"3G","107/1","遠傳電信股份有限公司","58,960,063 ","1,611,041 ","36.60 "
"4G","106/12","中華電信股份有限公司","529,689,969  ","7,987,294 ","66.32  "
"4G","106/12","台灣大哥大股份有限公司","192,664,060 ","5,525,903 ","34.87 "
"4G","106/12","台灣之星股份有限公司","58,964,019 ","1,774,815 ","33.22 "
"4G","106/12","亞太電信股份有限公司","73,618,468 ","1,838,864 ","40.03 "
"4G","106/12","遠傳電信股份有限公司","265,260,192 ","5,461,163 ","48.57 "
"3G","106/12","中華電信股份有限公司","132,192,170 ","2,464,358 ","53.64 "
"3G","106/12","台灣大哥大股份有限公司","53,204,366 ","1,701,155 ","31.28 "
"3G","106/12","台灣之星股份有限公司","8,595,912 ","205,570 ","41.82 "
"3G","106/12","亞太電信股份有限公司","140 ","386 ","0.36 "
"3G","106/12","遠傳電信股份有限公司","62,143,593 ","1,696,979 ","36.62 "
"4G","106/11","中華電信股份有限公司","535,153,086 ","7,924,718 ","67.53 "
"4G","106/11","台灣大哥大股份有限公司","190,385,568 ","5,425,628 ","35.09 "
"4G","106/11","台灣之星股份有限公司","56,208,529 ","1,669,936 ","33.66 "
"4G","106/11","亞太電信股份有限公司","74,080,842 ","1,820,892 ","40.68 "
"4G","106/11","遠傳電信股份有限公司","264,036,232 ","5,394,974 ","48.94 "
"3G","106/11","中華電信股份有限公司","129,439,591 ","2,571,266 ","50.34 "
"3G","106/11","台灣大哥大股份有限公司","55,945,559 ","1,825,091 ","30.65 "
"3G","106/11","台灣之星股份有限公司","9,694,777 ","250,556 ","38.69 "
"3G","106/11","亞太電信股份有限公司","225 ","416 ","0.54 "
"3G","106/11","遠傳電信股份有限公司","63,942,575 ","1,784,656 ","35.83 "
"4G","106/10","中華電信股份有限公司","545,445,633 ","7,882,257  ","69.20  "
"4G","106/10","台灣大哥大股份有限公司","193,695,431 ","5,345,799 ","36.23 "
"4G","106/10","台灣之星股份有限公司","54,905,372 ","1,552,728 ","35.36 "
